sample	strainID	genus	species	count	count_correct	f_correct
69_B2	HAMBI-2160	Bordetella	avium	64	640	0.027778016840350476
69_B2	HAMBI-2164	Cupriavidus	necator	15	200	0.008672574897457258
69_B2	HAMBI-2443	Paracoccus	denitrificans	42	721	0.03129157037727842
69_B2	HAMBI-2494	Paraburkholderia	kururiensis	12	152	0.0065881371468479635
69_B2	HAMBI-2659	Stenotrophomonas	maltophilia	899	1041	0.045213813668846616
69_B2	HAMBI-2792	Moraxella	canis	0	0	0
69_B2	HAMBI-3031	Niabella	yanshanensis	52	167	0.007255597328398268
69_B2	HAMBI-3237	Microvirga	lotononidis	19	42	0.0018317595879820186
69_B3	HAMBI-0006	Pseudomonas	putida	2621	219	0.009676315066185765
69_B3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_B3	HAMBI-0105	Agrobacterium	tumefaciens	780	2307	0.10216204549844932
69_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_B3	HAMBI-0403	Comamonas	testosteroni	1359	1221	0.05407065349270015
69_B3	HAMBI-1279	Hafnia	alvei	86	213	0.009410096876892714
69_B3	HAMBI-1287	Citrobacter	koseri	5751	7286	0.3226477757331318
69_B3	HAMBI-1292	Morganella	morganii	130	591	0.0261761746413912
69_B3	HAMBI-1299	Kluyvera	intermedia	86	249	0.011033237661579424
69_B3	HAMBI-1842	Sphingobium	yanoikuyae	373	598	0.026475761685546828
69_B3	HAMBI-1896	Sphingobacterium	spiritivorum	2003	3414	0.15119009176961387
69_B3	HAMBI-1972	Aeromonas	caviae	7345	1421	0.06292952219737981
69_B3	HAMBI-1977	Pseudomonas	chlororaphis	1087	2241	0.09924410463039744
69_B3	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_B3	HAMBI-2159	Paraburkholderia	caryophylli	3	55	0.0024526816874424796
69_B3	HAMBI-2160	Bordetella	avium	81	743	0.032882595880374246
69_B3	HAMBI-2164	Cupriavidus	necator	14	171	0.0075708501302682064
69_B3	HAMBI-2443	Paracoccus	denitrificans	46	724	0.03205499500489071
69_B3	HAMBI-2494	Paraburkholderia	kururiensis	17	197	0.008729515091138283
69_B3	HAMBI-2659	Stenotrophomonas	maltophilia	749	796	0.03523328035225898
69_B3	HAMBI-2792	Moraxella	canis	0	0	0
69_B3	HAMBI-3031	Niabella	yanshanensis	34	100	0.004437195450061238
69_B3	HAMBI-3237	Microvirga	lotononidis	18	37	0.0016231071502975317
69_B4	HAMBI-0006	Pseudomonas	putida	2631	223	0.00822525017829311
69_B4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_B4	HAMBI-0105	Agrobacterium	tumefaciens	910	2736	0.10093032177060214
69_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_B4	HAMBI-0403	Comamonas	testosteroni	1621	1481	0.0546148147523854
69_B4	HAMBI-1279	Hafnia	alvei	126	317	0.011674854498191181
69_B4	HAMBI-1287	Citrobacter	koseri	7161	9224	0.3402078027117192
69_B4	HAMBI-1292	Morganella	morganii	124	573	0.0211431553460463
69_B4	HAMBI-1299	Kluyvera	intermedia	72	212	0.007822080961277136
69_B4	HAMBI-1842	Sphingobium	yanoikuyae	277	451	0.016649633914416956
69_B4	HAMBI-1896	Sphingobacterium	spiritivorum	2940	5095	0.18792086382199938
69_B4	HAMBI-1972	Aeromonas	caviae	9128	1795	0.0662252419954778
69_B4	HAMBI-1977	Pseudomonas	chlororaphis	899	1884	0.06950565717202406
69_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_B4	HAMBI-2159	Paraburkholderia	caryophylli	1	19	6.923173605692099e-4
69_B4	HAMBI-2160	Bordetella	avium	104	969	0.03575194749806777
69_B4	HAMBI-2164	Cupriavidus	necator	18	223	0.0082427932524269
69_B4	HAMBI-2443	Paracoccus	denitrificans	30	480	0.017702900358820123
69_B4	HAMBI-2494	Paraburkholderia	kururiensis	14	165	0.006087717947337171
69_B4	HAMBI-2659	Stenotrophomonas	maltophilia	986	1065	0.0392765619539641
69_B4	HAMBI-2792	Moraxella	canis	0	0	0
69_B4	HAMBI-3031	Niabella	yanshanensis	58	174	0.006409777050776861
69_B4	HAMBI-3237	Microvirga	lotononidis	12	25	9.163074556052454e-4
69_B5	HAMBI-0006	Pseudomonas	putida	4046	381	0.013626013943173042
69_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_B5	HAMBI-0105	Agrobacterium	tumefaciens	928	3099	0.11087737207252114
69_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_B5	HAMBI-0403	Comamonas	testosteroni	1347	1367	0.048888839483989636
69_B5	HAMBI-1279	Hafnia	alvei	59	165	0.005889082327178379
69_B5	HAMBI-1287	Citrobacter	koseri	5728	8194	0.2931489128612818
69_B5	HAMBI-1292	Morganella	morganii	112	575	0.020572203921569922
69_B5	HAMBI-1299	Kluyvera	intermedia	65	213	0.007607077649149188
69_B5	HAMBI-1842	Sphingobium	yanoikuyae	449	813	0.029072738580684675
69_B5	HAMBI-1896	Sphingobacterium	spiritivorum	2404	4627	0.16553003825106077
69_B5	HAMBI-1972	Aeromonas	caviae	10411	2274	0.08136826418929377
69_B5	HAMBI-1977	Pseudomonas	chlororaphis	1474	3432	0.1227644515892027
69_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_B5	HAMBI-2159	Paraburkholderia	caryophylli	1	21	7.457957506071993e-4
69_B5	HAMBI-2160	Bordetella	avium	76	787	0.028144571391324036
69_B5	HAMBI-2164	Cupriavidus	necator	7	97	0.003453143482425748
69_B5	HAMBI-2443	Paracoccus	denitrificans	31	551	0.019706048459021054
69_B5	HAMBI-2494	Paraburkholderia	kururiensis	15	196	0.007026392861246649
69_B5	HAMBI-2659	Stenotrophomonas	maltophilia	695	834	0.029823323343535376
69_B5	HAMBI-2792	Moraxella	canis	0	0	0
69_B5	HAMBI-3031	Niabella	yanshanensis	87	290	0.010357355078194031
69_B5	HAMBI-3237	Microvirga	lotononidis	17	39	0.00139837476454077
69_B6	HAMBI-0006	Pseudomonas	putida	5139	500	0.014384102377896182
69_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_B6	HAMBI-0105	Agrobacterium	tumefaciens	1190	4108	0.11816887650174553
69_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_B6	HAMBI-0403	Comamonas	testosteroni	2086	2187	0.06292418999972968
69_B6	HAMBI-1279	Hafnia	alvei	84	242	0.006968448540213588
69_B6	HAMBI-1287	Citrobacter	koseri	7511	11105	0.3194804134786347
69_B6	HAMBI-1292	Morganella	morganii	137	727	0.020914359182102
69_B6	HAMBI-1299	Kluyvera	intermedia	61	206	0.005933289305186204
69_B6	HAMBI-1842	Sphingobium	yanoikuyae	441	825	0.023732275913622848
69_B6	HAMBI-1896	Sphingobacterium	spiritivorum	2074	4126	0.11868950028246666
69_B6	HAMBI-1972	Aeromonas	caviae	13178	2975	0.08559990946180931
69_B6	HAMBI-1977	Pseudomonas	chlororaphis	1511	3636	0.10459256318564294
69_B6	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_B6	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
69_B6	HAMBI-2160	Bordetella	avium	101	1081	0.031085912337594973
69_B6	HAMBI-2164	Cupriavidus	necator	7	100	0.0028699598519792502
69_B6	HAMBI-2443	Paracoccus	denitrificans	59	1084	0.0311710234193612
69_B6	HAMBI-2494	Paraburkholderia	kururiensis	14	189	0.005450425431416681
69_B6	HAMBI-2659	Stenotrophomonas	maltophilia	1055	1308	0.03762572607535547
69_B6	HAMBI-2792	Moraxella	canis	0	0	0
69_B6	HAMBI-3031	Niabella	yanshanensis	90	310	0.008904987605438995
69_B6	HAMBI-3237	Microvirga	lotononidis	22	52	0.001504037049803775
69_BS1	HAMBI-0006	Pseudomonas	putida	5002	428	0.014351947314470807
69_BS1	HAMBI-0097	Acinetobacter	lwoffii	1	2	5.292312881082364e-5
69_BS1	HAMBI-0105	Agrobacterium	tumefaciens	871	2643	0.08866195358109648
69_BS1	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS1	HAMBI-0403	Comamonas	testosteroni	2530	2332	0.07823243484126796
69_BS1	HAMBI-1279	Hafnia	alvei	83	210	0.007058264025969724
69_BS1	HAMBI-1287	Citrobacter	koseri	8556	11121	0.3730613418597787
69_BS1	HAMBI-1292	Morganella	morganii	110	513	0.01721391588795948
69_BS1	HAMBI-1299	Kluyvera	intermedia	44	131	0.004387138677065788
69_BS1	HAMBI-1842	Sphingobium	yanoikuyae	316	520	0.017432146948472685
69_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	2402	4201	0.14090926468425138
69_BS1	HAMBI-1972	Aeromonas	caviae	7153	1420	0.04762939043525671
69_BS1	HAMBI-1977	Pseudomonas	chlororaphis	1213	2566	0.08607165205925199
69_BS1	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS1	HAMBI-2159	Paraburkholderia	caryophylli	1	19	6.353954461976262e-4
69_BS1	HAMBI-2160	Bordetella	avium	80	752	0.02524034154853236
69_BS1	HAMBI-2164	Cupriavidus	necator	11	138	0.00462310186557755
69_BS1	HAMBI-2443	Paracoccus	denitrificans	47	759	0.025454226482303513
69_BS1	HAMBI-2494	Paraburkholderia	kururiensis	10	119	0.003990849615860436
69_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	1154	1258	0.04218919461368789
69_BS1	HAMBI-2792	Moraxella	canis	0	0	0
69_BS1	HAMBI-3031	Niabella	yanshanensis	220	665	0.022313951610996138
69_BS1	HAMBI-3237	Microvirga	lotononidis	7	15	4.905653731920393e-4
69_BS2	HAMBI-0006	Pseudomonas	putida	2441	191	0.006736229044948895
69_BS2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_BS2	HAMBI-0105	Agrobacterium	tumefaciens	741	2060	0.0725469688426623
69_BS2	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS2	HAMBI-0403	Comamonas	testosteroni	3730	3149	0.11093206050798993
69_BS2	HAMBI-1279	Hafnia	alvei	88	204	0.007197545214367657
69_BS2	HAMBI-1287	Citrobacter	koseri	8844	10529	0.37088573358763105
69_BS2	HAMBI-1292	Morganella	morganii	110	470	0.01655623563050603
69_BS2	HAMBI-1299	Kluyvera	intermedia	73	199	0.007000571061807646
69_BS2	HAMBI-1842	Sphingobium	yanoikuyae	520	783	0.027589832345410823
69_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	1732	2774	0.09772290199589595
69_BS2	HAMBI-1972	Aeromonas	caviae	6782	1233	0.04343366786206134
69_BS2	HAMBI-1977	Pseudomonas	chlororaphis	1733	3358	0.1182714232123025
69_BS2	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS2	HAMBI-2159	Paraburkholderia	caryophylli	1	17	6.111193289352953e-4
69_BS2	HAMBI-2160	Bordetella	avium	82	706	0.024882901189458878
69_BS2	HAMBI-2164	Cupriavidus	necator	29	333	0.011722512316235325
69_BS2	HAMBI-2443	Paracoccus	denitrificans	31	458	0.016147513713290266
69_BS2	HAMBI-2494	Paraburkholderia	kururiensis	13	142	0.00498988615646778
69_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	1240	1238	0.04360125935114588
69_BS2	HAMBI-2792	Moraxella	canis	0	0	0
69_BS2	HAMBI-3031	Niabella	yanshanensis	191	529	0.01863241271999902
69_BS2	HAMBI-3237	Microvirga	lotononidis	8	15	5.392259188834885e-4
69_BS3	HAMBI-0006	Pseudomonas	putida	2381	162	0.00573182644178247
69_BS3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_BS3	HAMBI-0105	Agrobacterium	tumefaciens	872	2099	0.0744735606606177
69_BS3	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS3	HAMBI-0403	Comamonas	testosteroni	1286	940	0.03336366767370378
69_BS3	HAMBI-1279	Hafnia	alvei	82	165	0.005850596567196619
69_BS3	HAMBI-1287	Citrobacter	koseri	8439	8703	0.30872155364211906
69_BS3	HAMBI-1292	Morganella	morganii	127	470	0.016674668339227875
69_BS3	HAMBI-1299	Kluyvera	intermedia	42	99	0.003513536493469602
69_BS3	HAMBI-1842	Sphingobium	yanoikuyae	594	775	0.02749265819971226
69_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	2666	3699	0.13121793012814287
69_BS3	HAMBI-1972	Aeromonas	caviae	6071	956	0.03391669479922575
69_BS3	HAMBI-1977	Pseudomonas	chlororaphis	4146	6958	0.2468283999582966
69_BS3	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS3	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
69_BS3	HAMBI-2160	Bordetella	avium	73	545	0.019323891605730708
69_BS3	HAMBI-2164	Cupriavidus	necator	32	318	0.011283848540643336
69_BS3	HAMBI-2443	Paracoccus	denitrificans	60	769	0.027263385759462022
69_BS3	HAMBI-2494	Paraburkholderia	kururiensis	18	170	0.00602704397447689
69_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	1142	987	0.03502902280497626
69_BS3	HAMBI-2792	Moraxella	canis	0	0	0
69_BS3	HAMBI-3031	Niabella	yanshanensis	152	365	0.012934924146201803
69_BS3	HAMBI-3237	Microvirga	lotononidis	6	10	3.5279026501426234e-4
69_BS4	HAMBI-0006	Pseudomonas	putida	2318	161	0.00661231466519968
69_BS4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_BS4	HAMBI-0105	Agrobacterium	tumefaciens	967	2382	0.0978630061455367
69_BS4	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS4	HAMBI-0403	Comamonas	testosteroni	1346	1007	0.04137941272026516
69_BS4	HAMBI-1279	Hafnia	alvei	73	150	0.006171853438182329
69_BS4	HAMBI-1287	Citrobacter	koseri	7153	7546	0.31007777138268705
69_BS4	HAMBI-1292	Morganella	morganii	82	310	0.012757740985071736
69_BS4	HAMBI-1299	Kluyvera	intermedia	34	82	0.003370392968129513
69_BS4	HAMBI-1842	Sphingobium	yanoikuyae	396	529	0.02171860457927767
69_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	1806	2563	0.10533124762778612
69_BS4	HAMBI-1972	Aeromonas	caviae	5382	867	0.03562898321989161
69_BS4	HAMBI-1977	Pseudomonas	chlororaphis	3678	6315	0.25946811680090426
69_BS4	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS4	HAMBI-2159	Paraburkholderia	caryophylli	2	31	0.001263417914006727
69_BS4	HAMBI-2160	Bordetella	avium	79	603	0.024780226322568603
69_BS4	HAMBI-2164	Cupriavidus	necator	24	244	0.010028245474019464
69_BS4	HAMBI-2443	Paracoccus	denitrificans	31	406	0.016691550345481095
69_BS4	HAMBI-2494	Paraburkholderia	kururiensis	12	116	0.004761234214338418
69_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	837	740	0.030422424420438673
69_BS4	HAMBI-2792	Moraxella	canis	0	0	0
69_BS4	HAMBI-3031	Niabella	yanshanensis	113	277	0.011394760107104355
69_BS4	HAMBI-3237	Microvirga	lotononidis	4	7	2.786966691108659e-4
69_BS5	HAMBI-0006	Pseudomonas	putida	1612	107	0.004390134404395964
69_BS5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
69_BS5	HAMBI-0105	Agrobacterium	tumefaciens	782	1843	0.07555644735273594
69_BS5	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS5	HAMBI-0403	Comamonas	testosteroni	2062	1476	0.06052023723609731
69_BS5	HAMBI-1279	Hafnia	alvei	73	144	0.005892346836997305
69_BS5	HAMBI-1287	Citrobacter	koseri	9125	9213	0.3776486879210443
69_BS5	HAMBI-1292	Morganella	morganii	98	355	0.014556558229736413
69_BS5	HAMBI-1299	Kluyvera	intermedia	36	83	0.0034070367791838004
69_BS5	HAMBI-1842	Sphingobium	yanoikuyae	834	1065	0.04366922466182514
69_BS5	HAMBI-1896	Sphingobacterium	spiritivorum	1690	2296	0.09410200677091057
69_BS5	HAMBI-1972	Aeromonas	caviae	4091	631	0.02585603415492381
69_BS5	HAMBI-1977	Pseudomonas	chlororaphis	3091	5079	0.2081823842190328
69_BS5	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS5	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
69_BS5	HAMBI-2160	Bordetella	avium	78	570	0.02335852837429794
69_BS5	HAMBI-2164	Cupriavidus	necator	13	127	0.005185967190860564
69_BS5	HAMBI-2443	Paracoccus	denitrificans	37	464	0.019019951493849923
69_BS5	HAMBI-2494	Paraburkholderia	kururiensis	18	166	0.006818416131570378
69_BS5	HAMBI-2659	Stenotrophomonas	maltophilia	662	560	0.022972012840954775
69_BS5	HAMBI-2792	Moraxella	canis	0	0	0
69_BS5	HAMBI-3031	Niabella	yanshanensis	90	211	0.008664468965275361
69_BS5	HAMBI-3237	Microvirga	lotononidis	3	5	1.995564363078183e-4
69_BS6	HAMBI-0006	Pseudomonas	putida	1883	151	0.005145397824605067
69_BS6	HAMBI-0097	Acinetobacter	lwoffii	2	3	1.0080382272287602e-4
69_BS6	HAMBI-0105	Agrobacterium	tumefaciens	771	2197	0.07474377248771628
69_BS6	HAMBI-0262	Brevundimonas	bullata	0	0	0
69_BS6	HAMBI-0403	Comamonas	testosteroni	2269	1964	0.06681936072058811
69_BS6	HAMBI-1279	Hafnia	alvei	106	252	0.008584740409412607
69_BS6	HAMBI-1287	Citrobacter	koseri	8634	10537	0.35852794425394924
69_BS6	HAMBI-1292	Morganella	morganii	111	486	0.016542893151433074
69_BS6	HAMBI-1299	Kluyvera	intermedia	51	142	0.004842842630570488
69_BS6	HAMBI-1842	Sphingobium	yanoikuyae	619	956	0.03252040452283396
69_BS6	HAMBI-1896	Sphingobacterium	spiritivorum	2410	3957	0.13464340395864138
69_BS6	HAMBI-1972	Aeromonas	caviae	9353	1743	0.059311543656441354
69_BS6	HAMBI-1977	Pseudomonas	chlororaphis	2259	4487	0.15265711952939837
69_BS6	HAMBI-1988	Chitinophaga	sancti	0	0	0
69_BS6	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
69_BS6	HAMBI-2160	Bordetella	avium	79	698	0.023737437061475363
69_BS6	HAMBI-2164	Cupriavidus	necator	15	176	0.006003901121550763
69_BS6	HAMBI-2443	Paracoccus	denitrificans	36	546	0.01856803907271704
69_BS6	HAMBI-2494	Paraburkholderia	kururiensis	11	123	0.004180801445921273
69_BS6	HAMBI-2659	Stenotrophomonas	maltophilia	682	698	0.023745498709812796
69_BS6	HAMBI-2792	Moraxella	canis	0	0	0
69_BS6	HAMBI-3031	Niabella	yanshanensis	91	258	0.00879015823350923
69_BS6	HAMBI-3237	Microvirga	lotononidis	8	16	5.339373867006931e-4
73_B1	HAMBI-0006	Pseudomonas	putida	3068	388	0.023095051526438794
73_B1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B1	HAMBI-0105	Agrobacterium	tumefaciens	353	1582	0.0942736415142082
73_B1	HAMBI-0262	Brevundimonas	bullata	0	0	0
73_B1	HAMBI-0403	Comamonas	testosteroni	821	1118	0.06660485991762774
73_B1	HAMBI-1279	Hafnia	alvei	72	270	0.016063816708334455
73_B1	HAMBI-1287	Citrobacter	koseri	1861	3573	0.21288853896271315
73_B1	HAMBI-1292	Morganella	morganii	76	524	0.03120304805115051
73_B1	HAMBI-1299	Kluyvera	intermedia	39	171	0.010202103600257067
73_B1	HAMBI-1842	Sphingobium	yanoikuyae	126	306	0.01823605011206569
73_B1	HAMBI-1896	Sphingobacterium	spiritivorum	881	2276	0.13559350595779587
73_B1	HAMBI-1972	Aeromonas	caviae	8332	2443	0.14555679886259124
73_B1	HAMBI-1977	Pseudomonas	chlororaphis	519	1622	0.09661913211281783
73_B1	HAMBI-1988	Chitinophaga	sancti	0	0	0
73_B1	HAMBI-2159	Paraburkholderia	caryophylli	2	56	0.003334037880357872
73_B1	HAMBI-2160	Bordetella	avium	36	500	0.02979917066041712
73_B1	HAMBI-2164	Cupriavidus	necator	5	93	0.005513244059566555
73_B1	HAMBI-2443	Paracoccus	denitrificans	31	739	0.04404738963788207
73_B1	HAMBI-2494	Paraburkholderia	kururiensis	6	105	0.006282218675180078
73_B1	HAMBI-2659	Stenotrophomonas	maltophilia	506	815	0.0485335857612436
73_B1	HAMBI-2792	Moraxella	canis	0	0	0
73_B1	HAMBI-3031	Niabella	yanshanensis	36	161	0.009579718402719654
73_B1	HAMBI-3237	Microvirga	lotononidis	14	43	0.002574087596632614
73_B2	HAMBI-0006	Pseudomonas	putida	3269	465	0.02290034207885092
73_B2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B2	HAMBI-0105	Agrobacterium	tumefaciens	683	3449	0.16974607858723767
73_B2	HAMBI-0262	Brevundimonas	bullata	0	0	0
73_B2	HAMBI-0403	Comamonas	testosteroni	875	1342	0.06605934817404295
73_B2	HAMBI-1279	Hafnia	alvei	31	131	0.006436375995037859
73_B2	HAMBI-1287	Citrobacter	koseri	1039	2248	0.11060758875489592
73_B2	HAMBI-1292	Morganella	morganii	87	675	0.03324039295163251
73_B2	HAMBI-1299	Kluyvera	intermedia	26	129	0.006329391205380817
73_B2	HAMBI-1842	Sphingobium	yanoikuyae	117	320	0.015758307198156376
73_B2	HAMBI-1896	Sphingobacterium	spiritivorum	1187	3455	0.17001105784368148
73_B2	HAMBI-1972	Aeromonas	caviae	12040	3978	0.1957371183993179
73_B2	HAMBI-1977	Pseudomonas	chlororaphis	338	1190	0.05855661231287851
73_B2	HAMBI-1988	Chitinophaga	sancti	0	0	0
73_B2	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
73_B2	HAMBI-2160	Bordetella	avium	44	689	0.03389360954457586
73_B2	HAMBI-2164	Cupriavidus	necator	6	125	0.006156755870735008
73_B2	HAMBI-2443	Paracoccus	denitrificans	26	699	0.03437916300653206
73_B2	HAMBI-2494	Paraburkholderia	kururiensis	13	257	0.01266684978614376
73_B2	HAMBI-2659	Stenotrophomonas	maltophilia	471	854	0.04204130982425949
73_B2	HAMBI-2792	Moraxella	canis	0	0	0
73_B2	HAMBI-3031	Niabella	yanshanensis	48	242	0.011886526109511516
73_B2	HAMBI-3237	Microvirga	lotononidis	21	73	0.0035931723571294167
73_B3	HAMBI-0006	Pseudomonas	putida	3352	468	0.02443343943016861
73_B3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B3	HAMBI-0105	Agrobacterium	tumefaciens	669	3317	0.17300502232724949
73_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
73_B3	HAMBI-0403	Comamonas	testosteroni	925	1393	0.07266436963795635
73_B3	HAMBI-1279	Hafnia	alvei	54	224	0.011666135571683913
73_B3	HAMBI-1287	Citrobacter	koseri	1457	3094	0.1613921754630105
73_B3	HAMBI-1292	Morganella	morganii	64	488	0.02544370883839013
73_B3	HAMBI-1299	Kluyvera	intermedia	48	233	0.012158594519483333
73_B3	HAMBI-1842	Sphingobium	yanoikuyae	119	320	0.01667724115611683
73_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1216	3474	0.1812231071238406
73_B3	HAMBI-1972	Aeromonas	caviae	10679	3463	0.18064703452414746
73_B3	HAMBI-1977	Pseudomonas	chlororaphis	113	390	0.02037000958140565
73_B3	HAMBI-1988	Chitinophaga	sancti	0	0	0
73_B3	HAMBI-2159	Paraburkholderia	caryophylli	1	31	0.0016142007684970814
73_B3	HAMBI-2160	Bordetella	avium	46	707	0.03687028748307408
73_B3	HAMBI-2164	Cupriavidus	necator	7	143	0.007473985817865189
73_B3	HAMBI-2443	Paracoccus	denitrificans	14	369	0.019262095578284146
73_B3	HAMBI-2494	Paraburkholderia	kururiensis	8	155	0.008110895418503884
73_B3	HAMBI-2659	Stenotrophomonas	maltophilia	328	584	0.030463705023010504
73_B3	HAMBI-2792	Moraxella	canis	0	0	0
73_B3	HAMBI-3031	Niabella	yanshanensis	51	252	0.0131412728930927
73_B3	HAMBI-3237	Microvirga	lotononidis	19	65	0.003382718844219618
73_B4	HAMBI-0006	Pseudomonas	putida	3754	513	0.025114065953186594
73_B4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B4	HAMBI-0105	Agrobacterium	tumefaciens	674	3268	0.1599685675802355
73_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
73_B4	HAMBI-0403	Comamonas	testosteroni	723	1065	0.052126701143762715
73_B4	HAMBI-1279	Hafnia	alvei	59	239	0.011698426134735354
73_B4	HAMBI-1287	Citrobacter	koseri	1852	3846	0.18828081631461968
73_B4	HAMBI-1292	Morganella	morganii	95	708	0.03466300539938546
73_B4	HAMBI-1299	Kluyvera	intermedia	46	218	0.010694048168989384
73_B4	HAMBI-1842	Sphingobium	yanoikuyae	136	357	0.01749275937336946
73_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1301	3635	0.17795060145855798
73_B4	HAMBI-1972	Aeromonas	caviae	11046	3503	0.17149341764973147
73_B4	HAMBI-1977	Pseudomonas	chlororaphis	170	575	0.02812573480552955
73_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
73_B4	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
73_B4	HAMBI-2160	Bordetella	avium	45	676	0.033103458732813174
73_B4	HAMBI-2164	Cupriavidus	necator	5	100	0.0048996651427542556
73_B4	HAMBI-2443	Paracoccus	denitrificans	22	567	0.027780518357768243
73_B4	HAMBI-2494	Paraburkholderia	kururiensis	8	152	0.00744407890753636
73_B4	HAMBI-2659	Stenotrophomonas	maltophilia	433	754	0.03690956616204271
73_B4	HAMBI-2792	Moraxella	canis	0	0	0
73_B4	HAMBI-3031	Niabella	yanshanensis	38	184	0.00898655053513534
73_B4	HAMBI-3237	Microvirga	lotononidis	20	67	0.003268018179846743
73_B5	HAMBI-0006	Pseudomonas	putida	3532	394	0.023360936559650693
73_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B5	HAMBI-0105	Agrobacterium	tumefaciens	565	2236	0.13257755339736124
73_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
73_B5	HAMBI-0403	Comamonas	testosteroni	717	862	0.05110788308874307
73_B5	HAMBI-1279	Hafnia	alvei	85	281	0.016662537669799405
73_B5	HAMBI-1287	Citrobacter	koseri	2529	4287	0.2541913177408518
73_B5	HAMBI-1292	Morganella	morganii	92	560	0.033187705669450916
73_B5	HAMBI-1299	Kluyvera	intermedia	47	182	0.010802616414072158
73_B5	HAMBI-1842	Sphingobium	yanoikuyae	223	478	0.02835770431100314
73_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1311	2990	0.17728485982322897
73_B5	HAMBI-1972	Aeromonas	caviae	6979	1807	0.1071229213420914
73_B5	HAMBI-1977	Pseudomonas	chlororaphis	270	745	0.04416370632307631
73_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
73_B5	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
73_B5	HAMBI-2160	Bordetella	avium	37	454	0.02690973218794628
73_B5	HAMBI-2164	Cupriavidus	necator	2	33	0.001937640415253094
73_B5	HAMBI-2443	Paracoccus	denitrificans	34	716	0.04244664549386334
73_B5	HAMBI-2494	Paraburkholderia	kururiensis	4	62	0.003679830081578646
73_B5	HAMBI-2659	Stenotrophomonas	maltophilia	368	523	0.03101313401036013
73_B5	HAMBI-2792	Moraxella	canis	0	0	0
73_B5	HAMBI-3031	Niabella	yanshanensis	56	221	0.013093153041327863
73_B5	HAMBI-3237	Microvirga	lotononidis	13	35	0.0021001224303415756
73_B6	HAMBI-0006	Pseudomonas	putida	2640	282	0.018367792711983997
73_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
73_B6	HAMBI-0105	Agrobacterium	tumefaciens	577	2185	0.1424232373056567
73_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
