Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
133	D2	plate_2	1	0	0	0.07	0.07	0.071	3.2796666666666656		0.07	-0.005507725828717805	0.018235622016378034	0.0	0.0020675399175554914	0.0	0.0	3.5065657390701897e-05	-0.00018603693752184642	19767.12350881926	23.928133680610806	0.4166666666666667	0.4166666666666667	24.083333333333332	8.166666666666666	0.0	2.5364776876480717e-08	TRUE
134	D3	plate_2	1	0	0	0.07	0.07	0.071	3.278999999999999		0.07	-0.003449651102477906	0.008870332151781762	0.0	0.0012409539030495307	0.0	0.0	2.889274062719829e-05	-0.00012800330073915037	23990.35763009095	38.684091424400656	12.666666666666666	0.4166666666666667	43.583333333333336	5.0	0.0	1.3359856548085883e-08	TRUE
135	D4	plate_2	1	0	0	0.07	0.069	0.52	13.462666666666667		0.07	10.180773884207944	50.74181982542928	0.44831078928280643	2.0022081941137913	0.0012110619559567715	0.0023389888803144743	0.2936110368393744	-0.010131096088700242	2.3607667750553425	18.378334750771366	0.4166666666666667	46.583333333333336	23.333333333333332	47.166666666666664	1.0	4.62887209883387e-06	FALSE
136	D5	plate_2	1	0	0	0.071	0.071	0.515	13.227833333333333		0.071	9.905819151362179	49.67201809874511	0.4429865680785349	1.9793700206162157	0.0007802319434992988	0.0015193778380826473	0.27879773433544525	-0.00816702783894979	2.4862009091005057	18.455039095197527	0.4166666666666667	46.75	23.666666666666668	47.166666666666664	1.0	3.812245545317005e-06	FALSE
137	D6	plate_2	1	0	0	0.071	0.071	0.515	13.339666666666664		0.071	10.013981174228878	50.16633899261141	0.44312784295681296	1.9797995882041093	0.0010159715277302528	0.001978047009487227	0.2896178546562457	-0.010536627650080123	2.393316466564736	16.921001031913672	0.4166666666666667	46.75	19.083333333333332	47.166666666666664	1.0	3.2347507335790244e-06	FALSE
138	D7	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.523	13.128250000000001		0.07200000000000001	9.75968522936674	48.41852079033482	0.44968317582044215	1.9802390978067521	0.001027638399223818	0.001972100668614196	0.2885599981389781	-0.010193419490744959	2.4020903279397285	17.817822888059617	0.4166666666666667	46.666666666666664	20.0	47.166666666666664	1.0	3.7690667653441923e-06	FALSE
139	D8	plate_2	1	0	0	0.073	0.07200000000000001	0.512	13.35375		0.073	9.93588684217249	49.667276851521585	0.43852489554240187	1.946887923595753	0.0005781506076665277	0.00113094374356848	0.29709604082521945	-0.012994336256846229	2.3330744449998284	16.834284495612827	0.4166666666666667	47.0	19.333333333333332	47.166666666666664	1.0	2.1126035311226462e-06	FALSE
140	D9	plate_2	1	0	0	0.076	0.076	0.515	17.254166666666666		0.076	13.679236534765606	64.31073291600039	0.4385551020839132	1.913214134486035	0.018210497240886803	0.03600854425003264	0.21575708225293316	-0.010176249140598398	3.2126277076150167	8.537555660031657	0.4166666666666667	24.666666666666668	14.0	25.583333333333332	1.0	7.694130165291745e-07	FALSE
141	D10	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.542	17.872749999999996		0.07200000000000001	14.509109771630907	67.87078984298199	0.4693641117048032	2.0170942057096712	0.05126706333116343	0.09952336830423603	0.23081937414868337	-0.009449814394118928	3.002985269830302	8.20481075465375	0.4166666666666667	24.833333333333332	10.666666666666666	36.25	1.0	8.083095059106362e-07	FALSE
142	D11	plate_2	1	0	0	0.07200000000000001	0.07200000000000001	0.535	17.454583333333332		0.07200000000000001	14.082587245507147	66.61704847104745	0.4622327085108572	2.0041636121519746	0.054478595616785364	0.10755802392966007	0.22847376956414228	-0.012055695616337155	3.0338151372135935	8.696667561177046	0.4166666666666667	25.333333333333332	13.916666666666666	37.166666666666664	1.0	6.776799499451675e-07	FALSE
143	D12	plate_2	1	0	0	0.071	0.071	0.534	17.382749999999994		0.071	14.055502357449987	67.20501580134888	0.46254549633028885	2.0169453470906364	0.05721745665732553	0.11342785543770217	0.22893422184822007	-0.01299871766210799	3.0277132661253736	8.474784818497453	0.4166666666666667	25.333333333333332	13.833333333333334	31.333333333333332	1.0	1.0330762773854526e-06	FALSE
144	E1	plate_2	1	0	0	0.07	0.07	0.532	17.39325		0.07	14.114143250557076	67.8595826530227	0.461706545150442	2.0276256455594304	0.05712231596626588	0.11364910714048015	0.235410821047995	-0.011917050454547209	2.9444151185328398	8.277826615504916	0.4166666666666667	25.5	10.666666666666666	47.166666666666664	1.0	7.260836599181691e-07	FALSE
